"county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","white","black","turnout","pdensity"
"Calhoun","GA",NA,NA,17,5013,-15.8000002,8.60000038,8.39999962,3045,10.1000004,18479,6.5999999,64.5,23,40.8338318,58.9068413,40.2553368,1.25527250510331
"Camden","GA",NA,NA,60,30167,181.699997,3.20000005,1.89999998,3093,13.5,30484,0.100000001,39,46.4000015,77.1836777,20.1511593,25.100275,1.78532983501077
"Candler","GA",NA,NA,33,7744,7,9.10000038,7.30000019,1200,9.89999962,24245,5.80000019,43.2999992,36.7999992,67.6394653,31.0563011,35.5759315,1.53147891704226
"Carroll","GA",520,NA,148,71422,31,5.80000019,4.4000001,5371,12,30096,1.39999998,37.2000008,47.5999985,83.512085,15.7248468,31.6233101,2.17318626841227
"Catoosa","GA",1560,NA,273,42464,19.7000008,6.69999981,4.19999981,3368,8.10000038,29657,0.300000012,32.7000008,51.5999985,98.4881287,0.84071213,34.6905632,2.43775056282039
"Charlton","GA",NA,NA,11,8496,20.1000004,5.9000001,4.5,2545,6.4000001,25773,2.4000001,39,46.0999985,71.7278748,27.7189274,34.039547,1.07918124604762
"Chatham","GA",7520,NA,504,216935,9.89999962,7.80000019,5,8446,18.6000004,31826,0.100000001,43.7999992,44.2999992,60.2055931,38.0796089,33.2214737,2.70329137811866
"Chattahoochee","GA",1800,NA,66,16934,-24.7999992,0.899999976,0.5,682,20.2000008,25961,0.100000001,50.4000015,34.5,59.5901718,30.9141369,7.0745244,1.82607480270083
"Chattooga","GA",NA,NA,71,22242,2.5999999,8.89999962,5.9000001,1834,5.9000001,24851,2.5999999,46.5,38.0999985,90.9090881,8.72673321,28.7923756,1.85733249643127
"Cherokee","GA",520,NA,241,90204,97.4000015,4.19999981,2.79999995,2699,18.3999996,41762,1.10000002,27.7999992,55,97.2129822,1.87685692,32.3865891,2.38381536598043
"Clarke","GA",500,NA,730,87594,18.3999996,4.9000001,3.70000005,9853,37.5,30919,0.200000003,53.0999985,36.0999985,70.7000504,26.1833,33.1050072,2.86391737695786
"Clay","GA",NA,NA,17,3364,-4.80000019,10,8.19999981,1076,11.1999998,16180,6.5,65,22.1000004,38.9417343,60.7609978,35.5826416,1.25527250510331
"Clayton","GA",520,NA,1329,182052,26,3.79999995,2,8284,14.6999998,36925,0.100000001,44.5999985,41.2999992,72.3578949,23.8409901,31.8529873,3.12385164096709
"Clinch","GA",NA,NA,8,6160,-6.4000001,6.9000001,4.69999981,2430,6.69999981,21076,1.5,41.2999992,43,72.3376617,27.3051949,29.8214283,0.954242509439325
"Cobb","GA",520,NA,1407,447745,60.7999992,4.0999999,2.20000005,6026,33,48415,0,32.4000015,52.5999985,87.5406723,9.86141682,44.0270691,3.14860265480609
"Coffee","GA",NA,NA,51,29592,14.5,6.5,4.5,6869,11.1000004,24535,5.30000019,39.2999992,45.2999992,72.850769,25.3582058,28.1799126,1.7160033436348
"Colquitt","GA",NA,NA,67,36645,4.5,8.10000038,6,5418,10,24607,3.20000005,37.9000015,45.5,73.8081589,24.1806526,28.0420246,1.83250891270624
"Columbia","GA",600,NA,252,66031,82,3.9000001,2,2866,23.8999996,42924,0.699999988,25.2000008,59.0999985,85.9974823,11.0281534,42.7072144,2.40312052117582
"Cook","GA",NA,NA,59,13456,-0.200000003,7.9000001,5.9000001,3497,6.5,24169,4.9000001,48,36.5999985,69.1959,29.9568958,26.7910233,1.77815125038364
"Coweta","GA",520,NA,136,53853,53.7000008,5.9000001,4.19999981,4372,13.3000002,36176,1.39999998,34.5,47.7999992,76.731102,22.6431217,38.163147,2.13672056715641
"Crawford","GA",NA,NA,28,8991,20.3999996,5.80000019,4.30000019,1774,5.69999981,30071,3.4000001,51.7999992,30.6000004,67.7343979,30.6639977,35.4020691,1.46239799789896
"Crisp","GA",NA,NA,74,20011,4.5999999,7.80000019,6.19999981,1525,10,23051,1.70000005,45.7000008,39.5,58.8826141,40.7425919,28.5293083,1.8750612633917
"Dade","GA",1560,NA,77,13147,8.30000019,6.69999981,4.19999981,1533,8,24051,0.800000012,37.0999985,45.5999985,98.6688995,0.768236101,36.540657,1.89209460269048
"Dawson","GA",NA,NA,49,9429,116.5,6.0999999,2.79999995,3133,8.60000038,30519,3.9000001,35.9000015,43.5999985,98.928833,0.0424223132,41.2769127,1.69897000433602
"Decatur","GA",NA,NA,43,25511,1.60000002,7.5999999,5.4000001,5475,11.6999998,24407,2.5,43.0999985,42.4000015,59.6918983,39.4731674,29.0815735,1.64345267648619
"De Kalb","GA",520,NA,2100,545837,16.7000008,5.19999981,3.29999995,10205,32.7000008,41495,0,57.7999992,32.5999985,53.5526161,42.2149849,39.4683762,3.32242605240595
"Dodge","GA",NA,NA,35,17607,4.5999999,8.10000038,6.0999999,3367,8,24514,3.79999995,47.7999992,36.4000015,71.6760406,27.6253757,35.6562729,1.55630250076729
"Dooly","GA",NA,NA,25,9901,-7.5999999,8.30000019,6.69999981,1601,9.5,21513,6.30000019,58.7999992,30.5,50.40905,49.0051498,34.2086639,1.41497334797082
"Dougherty","GA",120,NA,297,96311,-2.9000001,6.19999981,4,10183,17,28235,0.400000006,49.2999992,40.2999992,48.8355446,50.2403679,32.1157494,2.47421626407626
"Douglas","GA",520,NA,378,71120,38.0999985,4.30000019,2.79999995,4288,12,40497,0.200000003,33.2999992,50.0999985,91.020813,7.86979771,37.48172,2.57863920996807
"Early","GA",NA,NA,23,11854,-9.30000019,8.30000019,7.5999999,107,9.39999962,20313,4.19999981,47.5999985,35.2000008,55.5002518,44.0863838,34.9502296,1.38021124171161
"Echols","GA",NA,NA,6,2334,-0.300000012,6.0999999,3.9000001,0,4.69999981,24413,6.9000001,34.2000008,39.5999985,85.9897156,11.3110542,39.0317039,0.845098040014257
"Effingham","GA",7520,NA,57,25687,50,5,2.9000001,2833,7.5999999,32364,2.4000001,33.7999992,47.9000015,85.2804947,14.0927315,31.0001163,1.76342799356294
"Elbert","GA",NA,NA,51,18949,1.10000002,8.30000019,6.80000019,4311,8,24070,2.29999995,49.0999985,38.5,69.4126358,30.1757355,32.5452538,1.7160033436348
"Emanuel","GA",NA,NA,30,20546,-0.699999988,8.39999962,6,3346,9.10000038,22692,5.5,45.9000015,41.4000015,67.0300751,32.5172768,31.2712936,1.49136169383427
"Evans","GA",NA,NA,48,8724,5.69999981,7.9000001,6.4000001,549,8.60000038,24975,3,41.5999985,42,64.8097229,33.9637794,33.92939,1.69019608002851
"Fannin","GA",NA,NA,43,15992,12.8000002,11.1000004,6.80000019,2777,7.80000019,22619,1.89999998,40.2999992,45.2000008,99.593544,0.0312656313,44.9912453,1.64345267648619
"Fayette","GA",520,NA,353,62415,140,4.5999999,2.5,1867,25.7999992,53845,0.600000024,26.6000004,55.5,92.4921875,5.41536474,50.7682457,2.54900326202579
"Floyd","GA",NA,NA,160,81251,3,8.39999962,6.19999981,5804,13.6999998,30998,0.600000024,41.7000008,44.4000015,85.338028,13.6687546,34.2888069,2.20682587603185
"Forsyth","GA",520,NA,221,44083,78.3000031,5.5,3.4000001,4680,15.6000004,40718,2.20000005,28.8999996,50.5999985,98.8430939,0.0317582749,38.7587051,2.34635297445064
"Franklin","GA",NA,NA,65,16650,13.1000004,9.19999981,6.4000001,3537,9.5,27517,4.80000019,42.2999992,40.4000015,89.525528,10.096096,35.5735741,1.81954393554187
"Fulton","GA",520,NA,1259,648951,12.8999996,5.5999999,4.4000001,14016,31.6000004,36582,0.100000001,57.2999992,33.2000008,47.7541466,49.9279594,39.6649361,3.10037054511756
"Gilmer","GA",NA,NA,34,13368,29.2000008,8,5.5999999,44,8.60000038,24888,4,39.2000008,45.2000008,99.1771393,0.276780367,44.0454826,1.54406804435028
"Glascock","GA",NA,NA,16,2357,-3.70000005,9,8.80000019,208,5.30000019,25857,3.0999999,31.2000008,50.9000015,87.1871033,12.6431904,42.978363,1.23044892137827
"Glynn","GA",NA,NA,151,62496,16.1000004,8.39999962,5.5,9097,19.8999996,32586,0.200000003,37.4000015,49,73.5871124,25.5072327,36.6935501,2.18184358794477
"Gordon","GA",NA,NA,102,35072,20.8999996,6.30000019,4.4000001,4172,9.19999981,31331,2.5999999,36.5999985,47,95.4807281,3.76653743,31.9713726,2.01283722470517
"Grady","GA",NA,NA,45,20279,3.20000005,7.9000001,6.5999999,767,7.69999981,22739,5.5,41.7999992,39.2999992,67.3800507,31.5350857,29.7499886,1.66275783168157
"Greene","GA",NA,NA,31,11793,6.5999999,8.10000038,6.0999999,2321,8.80000019,23963,3,55.7000008,32.2000008,49.6904945,49.919445,34.410244,1.50514997831991
"Gwinnett","GA",520,NA,905,352910,134.899994,3,1.70000005,4897,29.6000004,48000,0.100000001,29.3999996,54.2999992,90.9498138,5.15003824,42.6669693,2.95712819767681
"Habersham","GA",NA,NA,103,27621,14.5,7.80000019,5.4000001,1764,12,28824,3,33.9000015,50,91.6838608,5.62615395,33.0690422,2.01703333929878
"Hall","GA",NA,NA,254,95428,32.2000008,6.5,4.30000019,4817,15.3999996,34147,1.79999995,34.5999985,49.7000008,87.0897446,8.58762646,33.9868813,2.40654018043396
"Hancock","GA",NA,NA,19,8908,-5.4000001,7.69999981,6,758,6.80000019,21798,7,78,16,20.2290077,79.4454422,35.440052,1.30102999566398
"Haralson","GA",NA,NA,79,21966,21.6000004,7.5999999,5.80000019,1910,7.5,27027,2,43.0999985,41.2000008,93.0437927,6.49640369,34.6945267,1.90308998699194
"Harris","GA",1800,NA,39,17788,17.8999996,8.39999962,4.9000001,2810,13.6000004,30565,3.29999995,38.5,47.5999985,73.6620178,25.6970997,39.1275024,1.60205999132796
"Hart","GA",NA,NA,87,19712,8.5,9.30000019,6.5999999,1543,9.10000038,27561,4.5,47.5,34.2999992,79.3729706,20.3023548,38.600853,1.94448267215017
"Heard","GA",NA,NA,30,8628,37.7999992,7,5,2052,5.69999981,25066,2.4000001,44.5,36.4000015,85.9758911,13.4793692,37.9346313,1.49136169383427
"Henry","GA",520,NA,210,58741,86.5999985,5.0999999,3.29999995,2360,10.6999998,40733,1.10000002,32.2000008,52,88.7148666,10.3300934,41.3408012,2.32428245529769
"Houston","GA",4680,NA,249,89208,20.7999992,5.30000019,2.5,4894,16,35300,0.400000006,37.5,43.0999985,76.335083,21.720026,36.709713,2.39794000867204
"Irwin","GA",NA,NA,24,8649,-4.0999999,8.39999962,7.19999981,4038,8.30000019,23512,10,48.4000015,34.5,69.279686,30.4081402,32.6049271,1.39794000867204
"Jackson","GA",NA,NA,92,30005,23.8999996,7,5,1862,9,28675,5.0999999,41.4000015,43.4000015,89.7917023,9.67838669,30.5449085,1.96848294855394
"Jasper","GA",NA,NA,23,8453,15.1000004,7.80000019,5.9000001,1863,10.8000002,29346,3.29999995,49.0999985,38.0999985,64.8408813,34.7805519,35.7624512,1.38021124171161
"Jeff Davis","GA",NA,NA,36,12032,5.69999981,6.69999981,4.4000001,3260,8.30000019,24264,2.79999995,41,39.2999992,83.8098373,15.2426863,41.1569138,1.56820172406699
"Jefferson","GA",NA,NA,33,17408,-5.19999981,8,6.5999999,1748,6.19999981,21416,4.30000019,53.7999992,34.7000008,44.002758,55.721508,34.4037209,1.53147891704226
"Jenkins","GA",NA,NA,24,8247,-4.0999999,8.60000038,5.5999999,3274,7.69999981,22230,6.4000001,51.4000015,34.0999985,58.3363647,41.3726196,33.0786934,1.39794000867204
"Johnson","GA",NA,NA,27,8329,-4.4000001,8.60000038,6.69999981,389,4.9000001,22540,5.80000019,44.7000008,39.9000015,65.7221756,34.0857239,39.5605698,1.44715803134222
"Jones","GA",4680,NA,54,20739,28.1000004,5.9000001,3.4000001,1090,12,35598,1.89999998,45.9000015,38.0999985,73.8608398,25.6376877,35.0981255,1.74036268949424
"Lamar","GA",NA,NA,73,13038,10.3999996,7.80000019,5.5999999,1786,10,26201,3.0999999,46.7999992,38.7000008,65.6465683,34.0696411,33.8242073,1.86923171973098
"Lanier","GA",NA,NA,31,5531,1.60000002,6.4000001,5.4000001,1256,5.4000001,20280,5.19999981,47.2999992,35,71.9218979,26.5774727,30.970892,1.50514997831991
"Laurens","GA",NA,NA,50,39988,10.5,8.30000019,5.5999999,4870,12,26944,2.79999995,44,43.7000008,66.2323685,33.2699814,35.1580467,1.70757017609794
"Lee","GA",120,NA,49,16250,49.2999992,4.19999981,2.29999995,2046,13.6999998,34112,1.70000005,30.7000008,51.7999992,80.0430756,19.2923069,36.3569221,1.69897000433602
"Liberty","GA",NA,NA,110,52745,51.7999992,2.29999995,1.39999998,3012,13.3999996,22123,0.200000003,48.7999992,35.9000015,54.8582802,39.1601105,14.9682436,2.04532297878666
"Lincoln","GA",NA,NA,36,7442,13.5,8.89999962,5.30000019,421,8.19999981,25733,5.19999981,44.9000015,38.7999992,61.8113403,37.9736633,39.7473793,1.56820172406699
"Long","GA",NA,NA,17,6202,51.9000015,5.5,3,1341,5.19999981,20500,2.5,44.7000008,36.7000008,75.5401459,21.6381817,31.5543365,1.25527250510331
"Lowndes","GA",NA,NA,155,75981,14.8000002,5.5999999,3.9000001,6876,16.2999992,28007,0.899999976,40.5999985,46.2999992,66.5508499,31.9040279,29.2073021,2.19312459835446
"Lumpkin","GA",NA,NA,54,14573,43.5999985,5.9000001,4.30000019,2108,11.1000004,30417,2.0999999,39.9000015,39.2000008,96.0817947,1.63315725,34.5570564,1.74036268949424
"McDuffie","GA",NA,NA,80,20119,12.8000002,7.19999981,4.69999981,1177,10.3999996,26444,2.20000005,40.7999992,45.7000008,63.2238197,36.3835182,32.148716,1.90848501887865
"McIntosh","GA",NA,NA,21,8634,11.3999996,7.5999999,5.19999981,1734,8.69999981,24117,2.79999995,54.7000008,29.2000008,56.5207329,43.0738945,40.7343063,1.34242268082221
"Macon","GA",NA,NA,32,13114,-7.69999981,7.4000001,6.4000001,1089,10.1000004,21908,4.5,65.4000015,24.7999992,40.8570976,58.6701241,29.022419,1.51851393987789
"Madison","GA",500,NA,78,21050,24.5,6.30000019,4.69999981,84,9.69999981,30065,4.69999981,34.7000008,48.5999985,90.5035629,8.78384781,32.745842,1.89762709129044
"Marion","GA",NA,NA,16,5590,7.69999981,7.5999999,5.30000019,595,4.5999999,20904,6.80000019,55.7000008,34.5999985,58.139534,41.2522354,36.7799644,1.23044892137827
"Meriwether","GA",NA,NA,45,22411,6.9000001,7.80000019,5.69999981,2436,6.69999981,23867,2.9000001,54.7000008,32.2999992,55.1381035,44.5718613,32.6625328,1.66275783168157
"Miller","GA",NA,NA,22,6280,-10.6000004,8.89999962,7.80000019,389,8.19999981,25586,10.3000002,42.0999985,37.2999992,72.3248444,27.4840755,35.3025475,1.36172783601759
"Mitchell","GA",NA,NA,40,20275,-2.70000005,7.30000019,5.80000019,2982,7.80000019,21961,4.5,52.7000008,33.0999985,51.3637466,47.5807648,28.5819969,1.61278385671974
"Monroe","GA",NA,NA,45,17113,22.5,6.4000001,4.9000001,3235,12.8999996,32127,1.70000005,45,39.2999992,67.7671967,31.5900192,36.0427742,1.66275783168157
"Montgomery","GA",NA,NA,30,7163,3.79999995,6.80000019,5.5,1161,10.1000004,25124,5,45.2999992,38.5999985,69.7752304,28.2842388,36.5349731,1.49136169383427
"Morgan","GA",NA,NA,38,12883,14.3999996,7.4000001,5.80000019,3030,11,30628,3.79999995,46.2000008,40.2999992,64.8529053,34.6115036,34.5804558,1.5910646070265
"Murray","GA",NA,NA,81,26147,41.2000008,4.9000001,3.29999995,2884,5.5,29708,2.0999999,38.2999992,45.0999985,99.269516,0.156805754,27.5901642,1.91381385238372
"Muscogee","GA",1800,NA,862,179278,9.60000038,6.5,4.30000019,6249,16.6000004,28565,0,49.7000008,41.7000008,58.9932938,38.019722,28.6036205,2.93601079571521
"Newton","GA",520,NA,162,41808,29.1000004,6.0999999,4.5,3793,9.5,31803,1.39999998,42.5,42.5,76.9493866,22.3808842,32.6707802,2.21218760440396
"Oconee","GA",500,NA,101,17618,50.4000015,5.0999999,4.0999999,2954,28.3999996,38417,3.5,34,51.0999985,91.6903152,7.46395731,45.8394814,2.00860017176192
"Oglethorpe","GA",NA,NA,23,9763,14,6.80000019,5.30000019,1693,12.8000002,28175,8.80000019,40.2999992,42.9000015,74.71064,24.7772198,37.9289169,1.38021124171161
"Paulding","GA",520,NA,151,41611,81.1999969,4.4000001,2.9000001,3101,7.5999999,35667,1.5,34.5,47.5999985,95.4338989,3.96049118,36.2596436,2.18184358794477
"Peach","GA",4680,NA,145,21189,14.8000002,6,4,1994,15.1999998,30436,1.29999995,52.7000008,33.4000015,50.57341,47.5482559,32.9085846,2.16435285578444
"Pickens","GA",520,NA,65,14432,29,8.10000038,5.4000001,278,9,27790,2.79999995,41,40.5999985,97.8312073,1.71147454,39.8281593,1.81954393554187
"Pierce","GA",NA,NA,40,13328,14.8000002,7,4.69999981,1006,6.30000019,25373,4.9000001,41.4000015,42.5,87.6575623,11.7722092,33.553421,1.61278385671974
"Pike","GA",NA,NA,48,10224,17.6000004,7.0999999,5.30000019,1000,9.30000019,32399,3.70000005,40.2000008,44.4000015,79.4405289,20.080204,40.1408463,1.69019608002851
"Polk","GA",NA,NA,110,33815,5.9000001,8,6.0999999,2994,6.80000019,27896,3.0999999,45.7000008,39,84.4625168,14.1682682,31.54813,2.04532297878666
"Pulaski","GA",NA,NA,33,8108,-9.69999981,8.69999981,6.9000001,3487,10.6999998,28514,2.79999995,50.9000015,31.2000008,66.5638885,32.4617653,42.5629005,1.53147891704226
"Putnam","GA",NA,NA,44,14137,45.9000015,7.80000019,4.5,1571,11.6999998,28925,2.0999999,45.7999992,37.4000015,65.7848206,33.5856247,33.2036514,1.65321251377534
"Quitman","GA",NA,NA,15,2209,-3.79999995,11.1999998,6.30000019,1063,7.30000019,18140,4.69999981,56.7000008,30.7999992,49.4794006,50.1131744,41.7383423,1.20411998265592
"Rabun","GA",NA,NA,32,11648,14.3000002,10.6000004,7.5999999,2318,11.6000004,24233,1.20000005,40.5999985,41.2000008,98.9354401,0.351991773,39.6806335,1.51851393987789
"Randolph","GA",NA,NA,19,8023,-16.2999992,9.5,7.80000019,841,6,17221,3,59.2999992,30,41.2563896,57.8960495,36.8814659,1.30102999566398
"Richmond","GA",600,NA,625,189719,11.5,6.0999999,3.9000001,9238,17.2999992,29607,0.100000001,48.5999985,40.7000008,55.1404991,41.9773445,31.3742962,2.79657433321043
"Rockdale","GA",520,NA,451,54091,61.2999992,5,3,4776,18.1000004,42838,0.300000012,30.8999996,52.5999985,90.4309387,8.05124664,41.9478302,2.65513843481138
"Schley","GA",NA,NA,21,3588,4,7.9000001,5.5,1145,8,26895,3.70000005,46.4000015,39.4000015,64.5763626,34.057972,36.1203995,1.34242268082221
"Screven","GA",NA,NA,21,13842,-1.79999995,8.5,6.4000001,1449,8.60000038,25154,4.80000019,44.4000015,39.0999985,54.8909111,44.8562355,31.5416851,1.34242268082221
"Seminole","GA",NA,NA,38,9010,0.100000001,9,5.80000019,1325,7.80000019,22401,4.4000001,47.4000015,33.7000008,66.9367371,32.6637077,27.9578247,1.5910646070265
"Spalding","GA",520,NA,284,54457,17.2000008,6.9000001,4.9000001,4771,11.1000004,29936,0.600000024,40.5999985,46.2000008,70.2958298,28.9861717,28.8925209,2.45484486000851
"Stephens","GA",NA,NA,133,23257,9.60000038,9.19999981,5.80000019,2460,13.1000004,27768,1.79999995,35,47.7000008,87.2855453,11.983489,36.5180359,2.12710479836481
"Stewart","GA",NA,NA,12,5654,-7,9.80000019,7.4000001,1021,8,19500,1.70000005,52.9000015,40.7999992,36.0983391,63.2826309,51.4503021,1.11394335230684
"Sumter","GA",NA,NA,63,30228,4.69999981,7,6.30000019,4420,15.8999996,25676,3.20000005,49,39.4000015,52.6333199,46.4635429,30.3294964,1.80617997398389
"Talbot","GA",NA,NA,17,6524,1.89999998,7.0999999,6.4000001,1887,7.0999999,23054,5,65.9000015,25,37.3390541,62.3390541,41.1097488,1.25527250510331
"Taliaferro","GA",NA,NA,9,1915,-11.6000004,10.3000002,8.89999962,1788,5.5999999,17847,8.39999962,68.3000031,24.2999992,38.4334221,60.939949,57.75457,1
"Tattnall","GA",NA,NA,37,17722,-0.899999976,7.80000019,5.5999999,3698,6.5,23726,4.69999981,39.7000008,43.2000008,68.2033615,29.2122784,33.5289459,1.57978359661681
"Taylor","GA",NA,NA,20,7642,-3.20000005,8.60000038,5.80000019,1703,7.0999999,22423,3.79999995,52.5,37.5,56.1633072,43.1824112,37.5817833,1.32221929473392
"Telfair","GA",NA,NA,26,11000,0.5,9.5,8,2233,8.60000038,20453,3,53.4000015,31.6000004,65.4727249,34.2999992,38.1090927,1.43136376415899
"Terrell","GA",NA,NA,31,10653,-12.6000004,8.30000019,6.69999981,3975,9.19999981,21538,4.69999981,55.9000015,32.9000015,39.9042511,59.8610725,32.6105309,1.50514997831991
"Thomas","GA",NA,NA,72,38986,3.9000001,8,5.9000001,5276,13.3999996,25598,1.5,40.5,46,61.4861755,37.8571777,30.6468983,1.86332286012046
"Tift","GA",NA,NA,134,34998,8.19999981,6.5,4.80000019,5713,14,26578,2.4000001,41.0999985,46.9000015,71.2640686,26.775816,27.3415623,2.13033376849501
"Toombs","GA",NA,NA,67,24072,8.30000019,7.19999981,5.30000019,3239,11.3999996,25245,2,35.4000015,48.2000008,73.097374,23.4172478,31.1149883,1.83250891270624
"Towns","GA",NA,NA,42,6754,24.2000008,13.8000002,10.1000004,1177,11.3999996,23114,2.4000001,40.0999985,45.2000008,99.7038803,0,54.8415756,1.63346845557959
"Treutlen","GA",NA,NA,30,5994,-2.70000005,8.30000019,7,1061,6.30000019,21404,2.79999995,47.5999985,38.2999992,66.7500839,33.0997658,39.1057739,1.49136169383427
"Troup","GA",NA,NA,137,55536,13.1000004,7.69999981,6,7644,13.6000004,30072,0.800000012,37.5999985,47.5999985,69.2487793,30.0597801,30.6809998,2.13987908640124
"Turner","GA",NA,NA,30,8703,-9.80000019,7.9000001,6.19999981,2316,7.19999981,22330,6.0999999,55.2000008,31,58.9337006,40.6066856,34.7466393,1.49136169383427
"Twiggs","GA",4680,NA,27,9806,4.30000019,6.5999999,4.5,858,4.80000019,22867,1.89999998,61.7999992,25.1000004,53.9465637,45.9004707,34.5910683,1.44715803134222
"Union","GA",NA,NA,40,11993,36.7999992,10.8000002,7.5999999,1631,10.1000004,24334,4,40.7000008,44.7999992,99.4330063,0.158425748,47.1608429,1.61278385671974
"Upson","GA",NA,NA,81,26300,0.899999976,9,7,3478,9,27446,2.0999999,41.5999985,45,71.8517075,27.6501904,34.2243347,1.91381385238372
"Walker","GA",1560,NA,133,58340,5,8,5.30000019,3315,8.39999962,28250,0.899999976,35.5999985,48.5,95.6102142,3.84984565,29.9760036,2.12710479836481
"Walton","GA",520,NA,124,38586,30.6000004,6.5,4.69999981,3237,9.39999962,31659,2,38.9000015,45.2999992,80.7987366,18.413414,32.1126823,2.09691001300806
"Ware","GA",NA,NA,40,35471,-3.79999995,8.69999981,6.4000001,4627,10.3999996,25183,1.70000005,43.9000015,43.9000015,73.319046,26.0438099,29.3873863,1.61278385671974
"Warren","GA",NA,NA,21,6078,-8.39999962,8.39999962,8.10000038,467,4.19999981,21325,5.30000019,57,34.5,39.7005577,60.1513672,35.7847977,1.34242268082221
"Washington","GA",NA,NA,28,19112,2.5,7.4000001,6.30000019,4452,9.80000019,25466,4.5,52.2000008,35.4000015,48.1268311,51.6638756,35.1873169,1.46239799789896
"Wayne","GA",NA,NA,37,22356,14.6999998,6.80000019,4.9000001,3457,9.60000038,27582,2.29999995,40.4000015,44.7999992,79.9964218,19.4936485,33.7806396,1.57978359661681
"Webster","GA",NA,NA,11,2263,-5.4000001,8.69999981,5.80000019,346,5.5,22054,10.6999998,65.9000015,22.7999992,49.8011475,50.0220947,40.2562981,1.07918124604762
"Wheeler","GA",NA,NA,16,4903,-6.80000019,9.30000019,6.9000001,1457,8.60000038,21008,3.5999999,51.7999992,35.4000015,68.3663101,30.0632267,34.6522522,1.23044892137827
"White","GA",NA,NA,58,13006,37.4000015,8.89999962,6,2294,13.6000004,27830,2.9000001,33.5999985,47.4000015,96.2786407,2.76795316,40.2045212,1.77085201164214
"Whitfield","GA",NA,NA,256,72462,12.6999998,6,3.9000001,4363,12,32423,0.800000012,33,54,93.1978149,4.00347757,30.6905689,2.40993312333129
"Wilcox","GA",NA,NA,18,7008,-9.5,9.89999962,7.4000001,1017,7.5999999,22356,11.3999996,50.0999985,33.5999985,67.87957,31.7494297,38.8555946,1.27875360095283
"Wilkes","GA",NA,NA,22,10597,-3.29999995,9.69999981,7.30000019,951,10.3999996,23913,3.5,49.2999992,38.7000008,53.3169746,46.3244324,37.3879395,1.36172783601759
"Wilkinson","GA",NA,NA,23,10228,-0.800000012,6.69999981,4.80000019,2860,8.80000019,30360,1.5,56.0999985,30.2999992,57.7825584,42.0610085,39.8122787,1.38021124171161
"Worth","GA",NA,NA,36,19745,12.8000002,7,4.5999999,2259,6.30000019,25713,5.0999999,44.2000008,40.2000008,68.5743256,30.6457329,29.5619144,1.56820172406699
"Hawaii","HI",NA,NA,32,120317,41.5999985,7.80000019,4.80000019,5864,18.5,33186,2.5,50.5,30.3999996,39.67519,0.511149704,42.3182106,1.51851393987789
"Honolulu","HI",3320,NA,1438,836231,13.1999998,7,4,5959,24.6000004,45313,0.100000001,46.5999985,39.0999985,31.6147099,3.09424067,31.7903786,3.15806079393661
"Kalawao","HI",NA,NA,8,130,-23.6000004,20,13.8000002,0,4.5999999,41250,0,NA,NA,23.0769234,0,0,0.954242509439325
"Kauai","HI",NA,NA,87,51177,38.7999992,7.69999981,5.4000001,4533,16.2999992,41099,1.60000002,56.5,33.0999985,34.6092987,0.412294596,37.0478935,1.94448267215017
"Maui","HI",NA,NA,93,100374,52.2999992,7,4.30000019,6927,17.7999992,42129,1.29999995,51.0999985,30,39.6178284,0.492159337,36.9866714,1.9731278535997
"Ada","ID",1080,NA,212,205775,29,6,4.4000001,4567,24.8999996,35813,1,29,44.5,96.6531372,0.465557039,53.537117,2.32837960343874
"Adams","ID",NA,NA,3,3254,5.5999999,8.60000038,6,864,10.8000002,25781,12.6000004,23.6000004,38.9000015,98.4327011,0.0614628159,59.5267372,0.602059991327962
"Bannock","ID",NA,NA,62,66026,4.80000019,5.9000001,4.30000019,4795,19.7999992,31724,1.29999995,34.4000015,37.2999992,93.5116501,0.652773142,48.7853279,1.79934054945358
"Bear Lake","ID",NA,NA,6,6084,-9.69999981,8.60000038,6.4000001,1609,11.3999996,27045,5.5,19.7000008,49.7000008,98.60289,0,46.9099274,0.845098040014257
"Benewah","ID",NA,NA,10,7937,-2.20000005,7.19999981,5.9000001,2945,8.80000019,24984,4.69999981,34.2999992,33,91.697113,0.0755953118,46.6549072,1.04139268515823
"Bingham","ID",NA,NA,19,37583,8.60000038,5.9000001,4.19999981,2447,13.1000004,27496,7.0999999,22.2999992,45.9000015,86.3129578,0.103770323,42.5484924,1.30102999566398
"Blaine","ID",NA,NA,6,13552,51.2000008,4.19999981,2.5,4748,33,37969,3.20000005,35.7000008,28,97.7051392,0.0737898499,59.1942139,0.845098040014257
"Boise","ID",NA,NA,2,3509,34.5,7.5,3.5,2513,14.3999996,30476,0.899999976,26.8999996,39.2999992,97.7771454,0.0569962971,66.1156998,0.477121254719662
"Bonner","ID",NA,NA,17,26622,19.8999996,8.69999981,5.5999999,4794,15.1999998,24248,2.5999999,36.0999985,28.5,98.4524078,0.138982803,51.9157104,1.25527250510331
"Bonneville","ID",NA,NA,41,72207,17.2999992,5.4000001,3.5999999,4808,23.2000008,34378,2.70000005,19.7999992,46.7999992,95.899292,0.411317468,48.9924812,1.6232492903979
